file,lines,classification,reason
docs/research/ai-history/chapters/ch-19-rules-experts-and-the-knowledge-bottleneck/gap-analysis.md,96,KEEP_MD,"Audit of coverage for the Stanford Heuristic Programming Project."
docs/research/ai-history/chapters/ch-19-rules-experts-and-the-knowledge-bottleneck/infrastructure-log.md,41,KEEP_MD,"Technical substrate mapping for MYCIN's inference engine and rules."
docs/research/ai-history/chapters/ch-19-rules-experts-and-the-knowledge-bottleneck/open-questions.md,46,KEEP_MD,"Blocks concerning MYCIN deployment and legal responsibility ambiguity."
docs/research/ai-history/chapters/ch-19-rules-experts-and-the-knowledge-bottleneck/people.md,28,KEEP_MD,"Primary figures in the Stanford knowledge-engineering movement."
docs/research/ai-history/chapters/ch-19-rules-experts-and-the-knowledge-bottleneck/scene-sketches.md,55,KEEP_MD,"Narrative plan for the transition from general methods to frozen expertise."
docs/research/ai-history/chapters/ch-19-rules-experts-and-the-knowledge-bottleneck/sources.md,74,KEEP_MD,"Registry of MYCIN project records and Feigenbaum manifesto papers."
docs/research/ai-history/chapters/ch-19-rules-experts-and-the-knowledge-bottleneck/tier3-proposal.md,78,ARCHIVE,"Completed proposal for reader aids in the expert systems chapter."
docs/research/ai-history/chapters/ch-19-rules-experts-and-the-knowledge-bottleneck/tier3-review.md,60,ARCHIVE,"Recorded decisions on Feigenbaum's knowledge-is-power pull-quote."
docs/research/ai-history/chapters/ch-19-rules-experts-and-the-knowledge-bottleneck/timeline.md,24,KEEP_MD,"Chronology of expert systems research from 1965 to 1984."
docs/research/ai-history/chapters/ch-20-project-mac/brief.md,100,KEEP_MD,"Thesis on Project MAC as the machine room for interactive AI."
docs/research/ai-history/chapters/ch-20-project-mac/gap-analysis.md,93,KEEP_MD,"Audit of research coverage for MIT interactive computing."
docs/research/ai-history/chapters/ch-20-project-mac/infrastructure-log.md,54,KEEP_MD,"Mapping of time-sharing systems to active symbolic AI projects."
docs/research/ai-history/chapters/ch-20-project-mac/open-questions.md,51,KEEP_MD,"Tracked questions on AI Lab split politics and early ARPA contracts."
docs/research/ai-history/chapters/ch-20-project-mac/people.md,26,KEEP_MD,"bios of Project MAC directors and interactive systems builders."
docs/research/ai-history/chapters/ch-20-project-mac/scene-sketches.md,44,KEEP_MD,"Narrative plan for the computer utility vision and Multics/ITS split."
docs/research/ai-history/chapters/ch-20-project-mac/sources.md,71,KEEP_MD,"Registry of primary Project MAC institutional reports and Fano papers."
docs/research/ai-history/chapters/ch-20-project-mac/tier3-proposal.md,69,ARCHIVE,"Completed workflow document for interactive-computing reader aids."
docs/research/ai-history/chapters/ch-20-project-mac/tier3-review.md,62,ARCHIVE,"Recorded decisions on Fano's community-resource pull-quote."
docs/research/ai-history/chapters/ch-20-project-mac/timeline.md,28,KEEP_MD,"Chronology of Project MAC and MIT time-sharing from 1960 to 2003."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/brief.md,130,KEEP_MD,"Strategic plan for the R1/XCON commercial expert system chapter."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/gap-analysis.md,103,KEEP_MD,"Audit of coverage for the DEC VAX configuration success story."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/infrastructure-log.md,45,KEEP_MD,"Mapping of factory problem constraints to OPS5 production rules."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/open-questions.md,49,KEEP_MD,"Blocks regarding later XCON economic claims and savings figures."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/people.md,45,KEEP_MD,"Bios of John McDermott and the DEC Intelligent Systems team."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/scene-sketches.md,64,ARCHIVE,"Planning document for a completed research phase on the R1/XCON expert system."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/sources.md,91,KEEP_MD,"Contains critical source anchors and claim verification for the R1/XCON chapter."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/tier3-proposal.md,99,ARCHIVE,"Procedural proposal for Tier 3 reader aids that has already been reviewed."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/tier3-review.md,50,ARCHIVE,"Review of the Tier 3 proposal for chapter 21, now part of the historical record."
docs/research/ai-history/chapters/ch-21-the-rule-based-fortune/timeline.md,38,KEEP_MD,"Reference timeline for the development and deployment of R1/XCON."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/brief.md,131,KEEP_MD,"Active research brief outlining the scope and narrative plan for the Lisp Machine chapter."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/gap-analysis.md,107,KEEP_MD,"Active tracking of evidence gaps and research status for chapter 22."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/infrastructure-log.md,48,KEEP_MD,"Technical reference for the hardware and software stack of the MIT Lisp Machine."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/open-questions.md,43,KEEP_MD,"Tracks unresolved research questions critical for the upcoming prose draft."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/people.md,46,KEEP_MD,"Reference for the key individuals and institutions in the Lisp machine ecosystem."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/scene-sketches.md,83,ARCHIVE,"Preliminary scene plans for the Lisp Machine chapter that are now superseded."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/sources.md,91,KEEP_MD,"Primary source table and claim matrix for the Lisp Machine research."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/tier3-proposal.md,65,ARCHIVE,"Tier 3 reader aid proposal for chapter 22 that has been processed."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/tier3-review.md,57,ARCHIVE,"Results of the adversarial review for chapter 22 reader aids."
docs/research/ai-history/chapters/ch-22-the-lisp-machine-bubble/timeline.md,44,KEEP_MD,"Chronology of the Lisp Machine project from prototype to commercialization."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/brief.md,128,KEEP_MD,"Core research brief for the Japanese Fifth Generation Computer Systems project."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/gap-analysis.md,95,KEEP_MD,"Tracks evidence readiness and research status for the FGCS chapter."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/infrastructure-log.md,40,KEEP_MD,"Logs the technical stack and logic programming bridge of the FGCS project."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/open-questions.md,36,KEEP_MD,"Lists critical questions to resolve before starting the FGCS prose draft."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/people.md,44,KEEP_MD,"Reference for the key Japanese and Western figures in the FGCS story."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/scene-sketches.md,84,ARCHIVE,"Research-phase scene outlines for chapter 23 that are now historical."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/sources.md,85,KEEP_MD,"Primary source registry and claim verification for the FGCS chapter."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/tier3-proposal.md,82,ARCHIVE,"Tier 3 aid proposal for the Japanese Threat chapter."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/tier3-review.md,62,ARCHIVE,"Reviewer feedback on Tier 3 aids for chapter 23."
docs/research/ai-history/chapters/ch-23-the-japanese-threat/timeline.md,39,KEEP_MD,"Chronology of the 11-year FGCS project stages."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/brief.md,40,KEEP_MD,"Research brief for the backpropagation chapter, outlining thesis and scope."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/gap-analysis.md,55,KEEP_MD,"Active gap analysis for the backpropagation research phase."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/infrastructure-log.md,27,KEEP_MD,"Tracks the algorithmic and hardware infrastructure of the backpropagation revival."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/open-questions.md,3,DELETE,"Empty stub file containing only a scrub notice."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/people.md,16,KEEP_MD,"Reference for researchers involved in the development and popularization of backpropagation."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/scene-sketches.md,41,ARCHIVE,"Narrative scene sketches for the backpropagation chapter."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/sources.md,55,KEEP_MD,"Registry of primary sources and claim matrix for the backpropagation chapter."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/tier3-proposal.md,76,ARCHIVE,"Tier 3 reader aid proposal for chapter 24."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/tier3-review.md,16,ARCHIVE,"Reviewer verdicts on the backpropagation chapter's reader aids."
docs/research/ai-history/chapters/ch-24-the-math-that-waited-for-the-machine/timeline.md,12,KEEP_MD,"Reference timeline for the history of automatic differentiation and backpropagation."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/brief.md,40,KEEP_MD,"Research brief for the Universal Approximation Theorem chapter."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/gap-analysis.md,59,KEEP_MD,"Tracks research progress and evidence gaps for the theorem's historical context."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/infrastructure-log.md,31,KEEP_MD,"Reference for the mathematical and compute infrastructure of the approximation theorem."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/open-questions.md,3,DELETE,"Stub file with no actionable content."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/people.md,13,KEEP_MD,"Lists key mathematicians and researchers associated with the theorem."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/scene-sketches.md,34,ARCHIVE,"Narrative sketches for the theorem chapter."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/sources.md,51,KEEP_MD,"Registry of primary sources for the Universal Approximation Theorem."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/tier3-proposal.md,80,ARCHIVE,"Reader aid proposal for chapter 25."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/tier3-review.md,16,ARCHIVE,"Reviewer feedback on the theorem chapter's aids."
docs/research/ai-history/chapters/ch-25-the-universal-approximation-theorem-1989/timeline.md,15,KEEP_MD,"Reference chronology for approximation theory in AI."
docs/research/ai-history/chapters/ch-26-bayesian-networks/brief.md,40,KEEP_MD,"Research brief for the Bayesian Networks chapter."
docs/research/ai-history/chapters/ch-26-bayesian-networks/gap-analysis.md,58,KEEP_MD,"Tracks research status and evidence for the Bayesian networks chapter."
docs/research/ai-history/chapters/ch-26-bayesian-networks/infrastructure-log.md,34,KEEP_MD,"Reference for the knowledge and computational infrastructure of Bayesian networks."
docs/research/ai-history/chapters/ch-26-bayesian-networks/open-questions.md,3,DELETE,"Empty stub file."
docs/research/ai-history/chapters/ch-26-bayesian-networks/people.md,12,KEEP_MD,"Lists key figures in the development of probabilistic graphical models."
docs/research/ai-history/chapters/ch-26-bayesian-networks/scene-sketches.md,35,ARCHIVE,"Narrative plans for the Bayesian networks chapter."
docs/research/ai-history/chapters/ch-26-bayesian-networks/sources.md,50,KEEP_MD,"Registry of primary sources and claim matrix for Bayesian networks."
docs/research/ai-history/chapters/ch-26-bayesian-networks/tier3-proposal.md,59,ARCHIVE,"Aid proposal for the Bayesian networks chapter."
docs/research/ai-history/chapters/ch-26-bayesian-networks/tier3-review.md,9,ARCHIVE,"Review of the Bayesian networks chapter's Tier 3 proposal."
docs/research/ai-history/chapters/ch-26-bayesian-networks/timeline.md,13,KEEP_MD,"Reference chronology for probabilistic reasoning in AI."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/brief.md,40,KEEP_MD,"Research brief for the convolutional neural networks chapter."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/gap-analysis.md,57,KEEP_MD,"Active tracking of evidence gaps for the CNN chapter."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/infrastructure-log.md,34,KEEP_MD,"Reference for the data, architecture, and compute infrastructure of early CNNs."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/open-questions.md,3,DELETE,"Stub file with no useful content."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/people.md,16,KEEP_MD,"Lists key researchers in the convolutional breakthrough."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/scene-sketches.md,41,ARCHIVE,"Narrative plans for the CNN chapter."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/sources.md,50,KEEP_MD,"Registry of primary sources for convolutional networks."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/tier3-proposal.md,61,ARCHIVE,"Aid proposal for the CNN chapter."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/tier3-review.md,12,ARCHIVE,"Review of reader aids for chapter 27."
docs/research/ai-history/chapters/ch-27-the-convolutional-breakthrough/timeline.md,12,KEEP_MD,"Reference chronology for the convolutional breakthrough."
docs/research/ai-history/chapters/ch-28-the-second-ai-winter/brief.md,41,KEEP_MD,"Research brief for the Second AI Winter chapter."
docs/research/ai-history/chapters/ch-28-the-second-ai-winter/infrastructure-log.md,26,KEEP_MD,"Reference for the hardware and institutional infrastructure during the winter."
docs/research/ai-history/chapters/ch-28-the-second-ai-winter/open-questions.md,23,KEEP_MD,"Tracks unresolved questions about the causes and effects of the AI winter."
docs/research/ai-history/chapters/ch-28-the-second-ai-winter/people.md,12,KEEP_MD,"Reference for the individuals associated with the winter's key projects."
docs/research/ai-history/chapters/ch-28-the-second-ai-winter/scene-sketches.md,47,ARCHIVE,"Narrative plans for the AI winter chapter."
docs/research/ai-history/chapters/ch-28-the-second-ai-winter/sources.md,55,KEEP_MD,"Registry of sources and claim matrix for the Second AI Winter."
docs/research/ai-history/chapters/ch-28-the-second-ai-winter/tier3-proposal.md,50,ARCHIVE,"Reader aid proposal for chapter 28."
docs/research/ai-history/chapters/ch-28-the-second-ai-winter/tier3-review.md,9,ARCHIVE,"Review feedback for the AI winter reader aids."
docs/research/ai-history/chapters/ch-28-the-second-ai-winter/timeline.md,13,KEEP_MD,"Reference timeline for the events leading to and during the winter."
docs/research/ai-history/chapters/ch-29-support-vector-machines-svms/brief.md,41,KEEP_MD,"Research brief for the Support Vector Machines chapter."
docs/research/ai-history/chapters/ch-29-support-vector-machines-svms/infrastructure-log.md,25,KEEP_MD,"Reference for the mathematical and kernel infrastructure of SVMs."
docs/research/ai-history/chapters/ch-29-support-vector-machines-svms/open-questions.md,25,KEEP_MD,"Tracks active research questions for the SVM chapter."
docs/research/ai-history/chapters/ch-29-support-vector-machines-svms/people.md,9,KEEP_MD,"Lists key figures in the development of statistical learning theory and SVMs."
docs/research/ai-history/chapters/ch-29-support-vector-machines-svms/scene-sketches.md,48,ARCHIVE,"Narrative sketches for the SVM chapter."
docs/research/ai-history/chapters/ch-29-support-vector-machines-svms/sources.md,50,KEEP_MD,"Source table and claim matrix for the SVM chapter."
docs/research/ai-history/chapters/ch-29-support-vector-machines-svms/tier3-proposal.md,89,ARCHIVE,"Reader aid proposal for the SVM chapter."
docs/research/ai-history/chapters/ch-29-support-vector-machines-svms/tier3-review.md,9,ARCHIVE,"Review of Tier 3 proposals for chapter 29."
docs/research/ai-history/chapters/ch-29-support-vector-machines-svms/timeline.md,9,KEEP_MD,"Reference chronology for statistical learning and SVMs."
docs/research/ai-history/chapters/ch-30-the-statistical-underground/brief.md,47,KEEP_MD,"Research brief for the chapter on statistical speech recognition."
docs/research/ai-history/chapters/ch-30-the-statistical-underground/infrastructure-log.md,21,KEEP_MD,"Reference for the computational and data constraints of statistical speech systems."
docs/research/ai-history/chapters/ch-30-the-statistical-underground/open-questions.md,19,KEEP_MD,"Tracks unresolved questions regarding the IBM statistical speech program."
docs/research/ai-history/chapters/ch-30-the-statistical-underground/people.md,26,KEEP_MD,"Reference for the primary and background figures in the statistical speech revolution."
docs/research/ai-history/chapters/ch-30-the-statistical-underground/scene-sketches.md,52,ARCHIVE,"Narrative plans for the statistical speech chapter."
docs/research/ai-history/chapters/ch-30-the-statistical-underground/sources.md,61,KEEP_MD,"Registry of primary sources for statistical speech and NLP."
docs/research/ai-history/chapters/ch-30-the-statistical-underground/tier3-proposal.md,49,ARCHIVE,"Aid proposal for the statistical speech chapter."
docs/research/ai-history/chapters/ch-30-the-statistical-underground/tier3-review.md,5,ARCHIVE,"Review of the Tier 3 proposal for chapter 30."
docs/research/ai-history/chapters/ch-30-the-statistical-underground/timeline.md,21,KEEP_MD,"Reference chronology for statistical speech recognition."
docs/research/ai-history/chapters/ch-31-reinforcement-learning-roots/brief.md,48,KEEP_MD,"Research brief for the Reinforcement Learning Roots chapter."
docs/research/ai-history/chapters/ch-31-reinforcement-learning-roots/infrastructure-log.md,8,KEEP_MD,"Logs the mathematical and experimental infrastructure of reinforcement learning."
docs/research/ai-history/chapters/ch-31-reinforcement-learning-roots/open-questions.md,4,KEEP_MD,"Tracks research questions for the early history of RL."
docs/research/ai-history/chapters/ch-31-reinforcement-learning-roots/people.md,12,KEEP_MD,"Lists key researchers in the roots of reinforcement learning."
docs/research/ai-history/chapters/ch-31-reinforcement-learning-roots/scene-sketches.md,25,ARCHIVE,"Narrative sketches for the RL chapter that are now superseded."
docs/research/ai-history/chapters/ch-31-reinforcement-learning-roots/sources.md,61,KEEP_MD,"Registry of primary sources and claim matrix for reinforcement learning."
docs/research/ai-history/chapters/ch-31-reinforcement-learning-roots/tier3-proposal.md,59,ARCHIVE,"Reader aid proposal for chapter 31."
docs/research/ai-history/chapters/ch-31-reinforcement-learning-roots/tier3-review.md,5,ARCHIVE,"Review results for the reinforcement learning chapter aids."
docs/research/ai-history/chapters/ch-31-reinforcement-learning-roots/timeline.md,10,KEEP_MD,"Active timeline of reinforcement learning roots used for chapter research."
docs/research/ai-history/chapters/ch-32-the-darpa-sur-program/brief.md,64,KEEP_MD,"Core research brief defining thesis and scope for the DARPA SUR program chapter."
docs/research/ai-history/chapters/ch-32-the-darpa-sur-program/infrastructure-log.md,106,KEEP_MD,"Technical metrics and institutional facts essential for the chapter's infrastructure thesis."
docs/research/ai-history/chapters/ch-32-the-darpa-sur-program/open-questions.md,78,KEEP_MD,"Active list of research gaps requiring resolution before chapter drafting."
docs/research/ai-history/chapters/ch-32-the-darpa-sur-program/people.md,92,KEEP_MD,"Verified biographical details for key figures in the DARPA SUR program."
docs/research/ai-history/chapters/ch-32-the-darpa-sur-program/scene-sketches.md,99,KEEP_MD,"Anchored scene beats for the narrative construction of the chapter."
docs/research/ai-history/chapters/ch-32-the-darpa-sur-program/sources.md,98,KEEP_MD,"Verified primary and secondary source index with page-level anchors."
docs/research/ai-history/chapters/ch-32-the-darpa-sur-program/tier3-proposal.md,39,KEEP_MD,"Planning document for Chapter 32 reader aids under the Tier 3 workflow."
docs/research/ai-history/chapters/ch-32-the-darpa-sur-program/tier3-review.md,25,KEEP_MD,"Review record for the proposed reader aids in the DARPA SUR chapter."
docs/research/ai-history/chapters/ch-32-the-darpa-sur-program/timeline.md,35,KEEP_MD,"Dated event log for the DARPA SUR program and its statistical aftermath."
docs/research/ai-history/chapters/ch-33-deep-blue/brief.md,73,KEEP_MD,"Strategic research brief for the Deep Blue vs. Kasparov chapter."
docs/research/ai-history/chapters/ch-33-deep-blue/infrastructure-log.md,78,KEEP_MD,"Hardware and architectural details of the Deep Blue system."
docs/research/ai-history/chapters/ch-33-deep-blue/open-questions.md,105,KEEP_MD,"Outstanding research questions for the Deep Blue chapter."
docs/research/ai-history/chapters/ch-33-deep-blue/people.md,75,KEEP_MD,"Biographies of the IBM Deep Blue team and Garry Kasparov."
docs/research/ai-history/chapters/ch-33-deep-blue/scene-sketches.md,109,KEEP_MD,"Narrative structure and game-specific beats for the Deep Blue chapter."
docs/research/ai-history/chapters/ch-33-deep-blue/sources.md,102,KEEP_MD,"Page-anchored primary source index for the Deep Blue match history."
docs/research/ai-history/chapters/ch-33-deep-blue/tier3-proposal.md,34,KEEP_MD,"Active proposal for reader aids in the Deep Blue chapter."
docs/research/ai-history/chapters/ch-33-deep-blue/tier3-review.md,36,KEEP_MD,"Adversarial review record for Deep Blue chapter reader aids."
docs/research/ai-history/chapters/ch-33-deep-blue/timeline.md,51,KEEP_MD,"Chronological log of the Deep Blue project and 1997 match."
docs/research/ai-history/chapters/ch-34-the-accidental-corpus/brief.md,74,KEEP_MD,"Research brief for the chapter on web-scale corpora and the empirical turn."
docs/research/ai-history/chapters/ch-34-the-accidental-corpus/infrastructure-log.md,57,KEEP_MD,"Quantitative comparison of dataset scales from Brown Corpus to web-scale."
docs/research/ai-history/chapters/ch-34-the-accidental-corpus/open-questions.md,87,KEEP_MD,"Research worklist for the history of statistical natural language processing."
docs/research/ai-history/chapters/ch-34-the-accidental-corpus/people.md,66,KEEP_MD,"Verified bios for researchers behind the Web and statistical NLP."
docs/research/ai-history/chapters/ch-34-the-accidental-corpus/scene-sketches.md,131,KEEP_MD,"Narrative beats for the transition from the ""Data Famine"" to web-scale AI."
docs/research/ai-history/chapters/ch-34-the-accidental-corpus/sources.md,98,KEEP_MD,"Source index for the history of the web and empirical NLP."
docs/research/ai-history/chapters/ch-34-the-accidental-corpus/tier3-proposal.md,42,KEEP_MD,"Proposal for Tier 3 reader aids in the Accidental Corpus chapter."
docs/research/ai-history/chapters/ch-34-the-accidental-corpus/tier3-review.md,25,KEEP_MD,"Review record for reader aids in the Accidental Corpus chapter."
docs/research/ai-history/chapters/ch-34-the-accidental-corpus/timeline.md,48,KEEP_MD,"Chronology of data scale milestones in natural language processing."
docs/research/ai-history/chapters/ch-35-indexing-the-mind/brief.md,67,KEEP_MD,"Research brief for the chapter on PageRank and commodity clusters."
docs/research/ai-history/chapters/ch-35-indexing-the-mind/infrastructure-log.md,100,KEEP_MD,"Comparison of 1998 and 2003 Google search architectures."
docs/research/ai-history/chapters/ch-35-indexing-the-mind/open-questions.md,97,KEEP_MD,"Outstanding research points on early Google history and architecture."
docs/research/ai-history/chapters/ch-35-indexing-the-mind/people.md,78,KEEP_MD,"Biographies of the PageRank authors and Google infrastructure engineers."
docs/research/ai-history/chapters/ch-35-indexing-the-mind/scene-sketches.md,94,KEEP_MD,"Narrative beats for the ""Indexing the Mind"" chapter history."
docs/research/ai-history/chapters/ch-35-indexing-the-mind/sources.md,117,KEEP_MD,"Anchored primary sources for the algorithm and infrastructure of early Google."
docs/research/ai-history/chapters/ch-35-indexing-the-mind/tier3-proposal.md,85,KEEP_MD,"Active proposal for reader aids in the PageRank chapter."
docs/research/ai-history/chapters/ch-35-indexing-the-mind/tier3-review.md,44,KEEP_MD,"Review of proposed reader aids for the PageRank chapter."
docs/research/ai-history/chapters/ch-35-indexing-the-mind/timeline.md,37,KEEP_MD,"Key dates for the founding of Google and its architectural milestones."
docs/research/ai-history/chapters/ch-36-the-multicore-wall/brief.md,59,KEEP_MD,"Research brief for the chapter on the end of single-thread scaling."
docs/research/ai-history/chapters/ch-36-the-multicore-wall/infrastructure-log.md,78,KEEP_MD,"Detailed metrics on CPU power density and the shift to multicore."
docs/research/ai-history/chapters/ch-36-the-multicore-wall/open-questions.md,108,KEEP_MD,"Unresolved questions regarding the cancellation of Tejas and the multicore pivot."
docs/research/ai-history/chapters/ch-36-the-multicore-wall/people.md,78,KEEP_MD,"Profiles of figures like Dennard, Borkar, and Sutter involved in the multicore shift."
docs/research/ai-history/chapters/ch-36-the-multicore-wall/scene-sketches.md,116,KEEP_MD,"Narrative beats for the ""Multicore Wall"" chapter."
docs/research/ai-history/chapters/ch-36-the-multicore-wall/sources.md,97,KEEP_MD,"Verified sources for the history of processor frequency scaling."
docs/research/ai-history/chapters/ch-36-the-multicore-wall/tier3-proposal.md,44,KEEP_MD,"Reader aid proposal for the Multicore Wall chapter."
docs/research/ai-history/chapters/ch-36-the-multicore-wall/tier3-review.md,26,KEEP_MD,"Review record of reader aids for the Multicore Wall chapter."
docs/research/ai-history/chapters/ch-36-the-multicore-wall/timeline.md,43,KEEP_MD,"Chronological log of the ""Gigahertz Religion"" and the multicore transition."
docs/research/ai-history/chapters/ch-37-distributing-the-compute/brief.md,60,KEEP_MD,"Research brief for the chapter on GFS, MapReduce, and Hadoop."
docs/research/ai-history/chapters/ch-37-distributing-the-compute/infrastructure-log.md,89,KEEP_MD,"Quantitative scale of Google's early production distributed systems."
docs/research/ai-history/chapters/ch-37-distributing-the-compute/open-questions.md,121,KEEP_MD,"Research gaps for the history of distributed compute at scale."
docs/research/ai-history/chapters/ch-37-distributing-the-compute/people.md,66,KEEP_MD,"Biographies of Dean, Ghemawat, and the Hadoop creators."
docs/research/ai-history/chapters/ch-37-distributing-the-compute/scene-sketches.md,142,KEEP_MD,"Anchored scene beats for the ""Distributing the Compute"" chapter."
docs/research/ai-history/chapters/ch-37-distributing-the-compute/sources.md,105,KEEP_MD,"Source index for the development of GFS and MapReduce."
docs/research/ai-history/chapters/ch-37-distributing-the-compute/tier3-proposal.md,60,KEEP_MD,"Reader aids proposal for the distributed systems chapter."
docs/research/ai-history/chapters/ch-37-distributing-the-compute/tier3-review.md,51,KEEP_MD,"Review record of Tier 3 elements for Chapter 37."
docs/research/ai-history/chapters/ch-37-distributing-the-compute/timeline.md,44,KEEP_MD,"Timeline of the open-source port of Google's data infrastructure."
docs/research/ai-history/chapters/ch-38-the-human-api/brief.md,57,KEEP_MD,"Research brief for the chapter on Amazon Mechanical Turk."
docs/research/ai-history/chapters/ch-38-the-human-api/infrastructure-log.md,38,KEEP_MD,"Operational mechanics of the ""human API"" and its use in AI research."
docs/research/ai-history/chapters/ch-38-the-human-api/open-questions.md,33,KEEP_MD,"Unresolved research points on the origin and impact of MTurk."
docs/research/ai-history/chapters/ch-38-the-human-api/people.md,27,KEEP_MD,"Bios for MTurk inventors and early research adopters like Fei-Fei Li."
docs/research/ai-history/chapters/ch-38-the-human-api/scene-sketches.md,41,KEEP_MD,"Narrative beats for the development and use of crowdsourced labeling."
docs/research/ai-history/chapters/ch-38-the-human-api/sources.md,97,KEEP_MD,"Verified sources for the history of crowdsourced human computation."
docs/research/ai-history/chapters/ch-38-the-human-api/tier3-orchestrator-override.md,27,KEEP_MD,"Decision record on reader aids for the Mechanical Turk chapter."
docs/research/ai-history/chapters/ch-38-the-human-api/tier3-proposal.md,73,KEEP_MD,"Proposal for reader aids in the ""Human API"" chapter."
docs/research/ai-history/chapters/ch-38-the-human-api/tier3-review.md,47,KEEP_MD,"Review record for the Mechanical Turk chapter reader aids."
docs/research/ai-history/chapters/ch-38-the-human-api/timeline.md,13,KEEP_MD,"Chronological milestones for MTurk and large-scale data labeling."
docs/research/ai-history/chapters/ch-39-the-vision-wall/brief.md,59,KEEP_MD,"Research brief for the chapter on pre-deep-learning computer vision limits."
docs/research/ai-history/chapters/ch-39-the-vision-wall/infrastructure-log.md,29,KEEP_MD,"Benchmarking and feature engineering infrastructure details for VOC era."
docs/research/ai-history/chapters/ch-39-the-vision-wall/open-questions.md,27,KEEP_MD,"Research gaps for the PASCAL VOC and dataset bias analysis."
docs/research/ai-history/chapters/ch-39-the-vision-wall/people.md,19,KEEP_MD,"Key figures in the hand-designed feature and VOC benchmark community."
docs/research/ai-history/chapters/ch-39-the-vision-wall/scene-sketches.md,31,KEEP_MD,"Narrative beats for the ""Vision Wall"" chapter research."
docs/research/ai-history/chapters/ch-39-the-vision-wall/sources.md,90,KEEP_MD,"Verified source index for SIFT, HOG, and PASCAL VOC."
docs/research/ai-history/chapters/ch-39-the-vision-wall/tier3-proposal.md,59,KEEP_MD,"Reader aid proposal for the ""Vision Wall"" chapter."
docs/research/ai-history/chapters/ch-39-the-vision-wall/tier3-review.md,43,KEEP_MD,"Review record for Tier 3 elements in Chapter 39."
docs/research/ai-history/chapters/ch-39-the-vision-wall/timeline.md,15,KEEP_MD,"Key dates for the PASCAL VOC challenge and dataset bias research."
